Espece;Action;ID ind;Sexe;Age;Poids (g);Longueur dossiere (cm);Commune;site capture;Jour;Mois;Annee
Emys orbicularis;Recapture;254;M;ND;372;ND;Arles;Palunette Ligagneau - Baie des cochons;4;5;2007
Emys orbicularis;Recapture;259;M;ND;391;ND;Arles;Palunette Ligagneau - Baie des cochons;7;5;2007
Emys orbicularis;Recapture;341;F;ND;166;ND;Arles;Franc-Bord Palunette Ligagneau;7;5;2007
Emys orbicularis;Marquage;445;M;ND;279;121;Arles;Franc-Bord Palunette Ligagneau;7;5;2007
Emys orbicularis;Recapture;273;F;ND;ND;ND;Arles;Etourneau Nord;8;5;2007
Emys orbicularis;Recapture;350;F;ND;506;ND;Arles;Franc-Bord Palunette Ligagneau;9;5;2007
Emys orbicularis;Recapture;267;F;ND;782;ND;Arles;Palunette Ligagneau - Baie des cochons;9;5;2007
Emys orbicularis;Recapture;352;F;ND;914;ND;Arles;Palunette Ligagneau - Baie des cochons;9;5;2007
Emys orbicularis;Recapture;421;F;ND;ND;ND;Arles;Piste Principale - En face de Demi-Lune;9;5;2007
Emys orbicularis;Recapture;292;F;ND;684;ND;Arles;Pisci Nord - Pâturé;14;5;2007
Emys orbicularis;Recapture;283;M;ND;437;ND;Arles;Pisci Nord - Pâturé;14;5;2007
Emys orbicularis;Recapture;445;M;ND;279;ND;Arles;Palunette Ligagneau - Baie des cochons;15;5;2007
Emys orbicularis;Marquage;446;ind;4 ANS;220;115;Arles;Franc-Bord Palunette Ligagneau;15;5;2007
Emys orbicularis;Recapture;445;M;ND;271;ND;Arles;Palunette Ligagneau - Baie des cochons;16;5;2007
Emys orbicularis;Recapture;175;M;ND;423;137;Arles;Clos des Montures;18;5;2007
Emys orbicularis;Marquage;447;F;AD;848;169;Arles;Franc-Bord Palunette Ligagneau;18;5;2007
Emys orbicularis;Marquage;505;M;ND;343;127;Arles;Clos des Montures;18;5;2007
Emys orbicularis;Recapture;350;F;ND;500;142;Arles;Franc-Bord Palunette Ligagneau;21;5;2007
Emys orbicularis;Marquage;448;F;AD;755;165;Arles;Franc-Bord Palunette Ligagneau;21;5;2007
Emys orbicularis;Marquage;449;F;ND;748;161;Arles;Pisci Nord - Pâturé;22;5;2007
Emys orbicularis;Marquage;450;F;ND;642;152;Arles;Pisci Nord - Pâturé;22;5;2007
Emys orbicularis;Marquage;451;F;ND;451;149;Arles;Franc-Bord Palunette Ligagneau;22;5;2007
Emys orbicularis;Marquage;507;M;ND;412;139;Arles;Clos des Montures;22;5;2007
Emys orbicularis;Recapture;424;M;ND;199;ND;Arles;Franc-Bord Palunette Ligagneau;23;5;2007
Emys orbicularis;Recapture;443;M;ND;276;ND;Arles;Franc-Bord Palunette Ligagneau;23;5;2007
Emys orbicularis;Recapture;440;F;ND;602;ND;Arles;Franc-Bord Palunette Ligagneau;23;5;2007
Emys orbicularis;Recapture;382;F;ND;860;ND;Arles;Palunette Ligagneau - Baie des cochons;23;5;2007
Emys orbicularis;Recapture;56;F;ND;747;159;Arles;Clos des Montures;23;5;2007
Emys orbicularis;Recapture;351;M;ND;435;ND;Arles;Franc-Bord Palunette Ligagneau;24;5;2007
Emys orbicularis;Recapture;374;M;ND;357;ND;Arles;Palunette Ligagneau - Baie des cochons;24;5;2007
Emys orbicularis;Recapture;57;F;ND;546;ND;Arles;Clos des Montures;24;5;2007
Emys orbicularis;Recapture;261;M;ND;320;ND;Arles;Clos des Montures;24;5;2007
Emys orbicularis;Marquage;452;F;ND;642;158;Arles;Franc-Bord Palunette Ligagneau;24;5;2007
Emys orbicularis;Marquage;453;F;5 ANS;212;108;Arles;Franc-Bord Palunette Ligagneau;24;5;2007
Emys orbicularis;Marquage;454;F;ND;660;160;Arles;Franc-Bord Palunette Ligagneau;24;5;2007
Emys orbicularis;Recapture;259;M;ND;401;ND;Arles;Palunette Ligagneau - Baie des cochons;25;5;2007
Emys orbicularis;Recapture;315;F;ND;643;155;Arles;Bois Rescapé;25;5;2007
Emys orbicularis;Recapture;404;F;ND;779;ND;Arles;Bois Rescapé;25;5;2007
Emys orbicularis;Marquage;455;F;5 ANS;269;115;Arles;Bois Rescapé;25;5;2007
Emys orbicularis;Marquage;456;F;ND;624;150;Arles;Clos des Montures;25;5;2007
Emys orbicularis;Marquage;457;F;ND;642;159;Arles;Franc-Bord Palunette Ligagneau;25;5;2007
Emys orbicularis;Recapture;501;F;ND;511;ND;Arles;Bois Rescapé;28;5;2007
Emys orbicularis;Recapture;39;F;ND;848;174;Arles;Palunette Ligagneau - Baie des cochons;28;5;2007
Emys orbicularis;Recapture;265;F;ND;768;ND;Arles;Palunette Ligagneau - Baie des cochons;28;5;2007
Emys orbicularis;Recapture;350;F;ND;523;ND;Arles;Franc-Bord Palunette Ligagneau;28;5;2007
Emys orbicularis;Recapture;502;F;ND;520;ND;Arles;Franc-Bord Palunette Ligagneau;28;5;2007
Emys orbicularis;Recapture;351;M;ND;423;ND;Arles;Franc-Bord Palunette Ligagneau;28;5;2007
Emys orbicularis;Marquage;458;F;ND;703;153;Arles;Franc-Bord Palunette Ligagneau;28;5;2007
Emys orbicularis;Recapture;39;F;ND;829;ND;Arles;Palunette Ligagneau - Baie des cochons;29;5;2007
Emys orbicularis;Marquage;459;F;ND;533;144;Arles;Pisci Nord;29;5;2007
Emys orbicularis;Marquage;460;F;ND;604;156;Arles;Pisci Nord;29;5;2007
Emys orbicularis;Recapture;153;F;ND;780;ND;Arles;Palunette Ligagneau - Baie des cochons;30;5;2007
Emys orbicularis;Recapture;377;F;ND;388;ND;Arles;Bois Rescapé;30;5;2007
Emys orbicularis;Recapture;309;F;ND;722;ND;Arles;Clos des Montures;30;5;2007
Emys orbicularis;Recapture;320;F;ND;ND;ND;Arles;Piste Principale - En face de Pradelles;30;5;2007
Emys orbicularis;Recapture;56;F;ND;797;ND;Arles;Clos des Montures;31;5;2007
Emys orbicularis;Recapture;353;F;ND;779;ND;Arles;Palunette Ligagneau - Baie des cochons;1;6;2007
Emys orbicularis;Marquage;461;M;ND;325;134;Arles;Franc-Bord Palunette Ligagneau;1;6;2007
Emys orbicularis;Marquage;462;F;ND;621;155;Arles;Franc-Bord Palunette Ligagneau;1;6;2007
Emys orbicularis;Recapture;309;F;ND;733;ND;Arles;Clos des Montures;4;6;2007
Emys orbicularis;Recapture;302;M;ND;417;ND;Arles;Palunette Ligagneau - Baie des cochons;4;6;2007
Emys orbicularis;Recapture;260;F;ND;688;ND;Arles;Franc-Bord Palunette Ligagneau;4;6;2007
Emys orbicularis;Recapture;458;F;ND;709;ND;Arles;Franc-Bord Palunette Ligagneau;4;6;2007
Emys orbicularis;Recapture;378;F;ND;671;ND;Arles;Franc-Bord Palunette Ligagneau;4;6;2007
Emys orbicularis;Recapture;155;F;ND;613;150;Arles;Franc-Bord Palunette Ligagneau;4;6;2007
Emys orbicularis;Recapture;50;F;ND;ND;ND;Arles;Haie Sud - Trois Martelières;4;6;2007
Emys orbicularis;Recapture;50;F;ND;ND;ND;Arles;Haie Sud - Trois Martelières;4;6;2007
Emys orbicularis;Marquage;463;F;ND;621;151;Arles;Bois Rescapé;4;6;2007
Emys orbicularis;Recapture;281;F;ND;714;ND;Arles;Clos des Montures;5;6;2007
Emys orbicularis;Recapture;436;M;ND;344;ND;Arles;Franc-Bord Palunette Ligagneau;5;6;2007
Emys orbicularis;Recapture;333;M;ND;559;ND;Arles;Franc-Bord Palunette Ligagneau;5;6;2007
Emys orbicularis;Marquage;464;F;ND;806;167;Arles;Piste Principale - En face de Woodstoc;5;6;2007
Emys orbicularis;Marquage;465;M;ND;372;135;Arles;Pisci Nord;5;6;2007
Emys orbicularis;Marquage;466;F;ND;671;157;Arles;Pisci Nord;5;6;2007
Emys orbicularis;Marquage;467;F;ND;586;158;Arles;Pisci Nord;5;6;2007
Emys orbicularis;Recapture;442;F;ND;607;ND;Arles;Franc-Bord Palunette Ligagneau;6;6;2007
Emys orbicularis;Recapture;282;F;ND;526;ND;Arles;Franc-Bord Palunette Ligagneau;6;6;2007
Emys orbicularis;Recapture;457;F;ND;657;ND;Arles;Franc-Bord Palunette Ligagneau;6;6;2007
Emys orbicularis;Marquage;468;M;ND;424;131;Arles;Pisci Nord;6;6;2007
Emys orbicularis;Recapture;440;F;ND;649;ND;Arles;Palunette Ligagneau - Baie des cochons;7;6;2007
Emys orbicularis;Marquage;469;F;ND;783;170;Arles;Pisci Nord;7;6;2007
Emys orbicularis;Recapture;307;F;ND;673;ND;Arles;Clos des Montures;8;6;2007
Emys orbicularis;Recapture;91;F;ND;783;162;Arles;Franc-Bord Palunette Ligagneau;8;6;2007
Emys orbicularis;Marquage;470;F;ND;653;158;Arles;Franc-Bord Palunette Ligagneau;8;6;2007
Emys orbicularis;Recapture;257;M;ND;426;ND;Arles;Palunette Ligagneau - Baie des cochons;11;6;2007
Emys orbicularis;Recapture;91;F;ND;756;ND;Arles;Franc-Bord Palunette Ligagneau;11;6;2007
Emys orbicularis;Marquage;471;F;ND;660;156;Arles;Franc-Bord Palunette Ligagneau;11;6;2007
Emys orbicularis;Recapture;143;F;ND;ND;ND;Arles;Cabanes de l'Etourneau - Parking visiteurs;12;6;2007
Emys orbicularis;Recapture;333;F;ND;564;ND;Arles;Franc-Bord Palunette Ligagneau;13;6;2007
Emys orbicularis;Recapture;468;M;ND;ND;ND;Arles;Pisci Nord;13;6;2007
Emys orbicularis;Recapture;30;F;ND;894;ND;Arles;Clos des Montures;13;6;2007
Emys orbicularis;Recapture;106;F;ND;708;164;Arles;Pisci Nord;14;6;2007
Emys orbicularis;Recapture;348;F;ND;777;ND;Arles;Franc-Bord Palunette Ligagneau;14;6;2007
Emys orbicularis;Marquage;472;F;ND;805;ND;Arles;Pisci Nord;14;6;2007
Emys orbicularis;Recapture;30;F;ND;ND;ND;Arles;Clos des Montures;16;6;2007
Emys orbicularis;Recapture;298;F;ND;644;158;Arles;Pisci Nord;18;6;2007
Emys orbicularis;Recapture;287;F;ND;720;ND;Arles;Pisci Nord;18;6;2007
Emys orbicularis;Recapture;448;F;ND;763;ND;Arles;Franc-Bord Palunette Ligagneau;18;6;2007
Emys orbicularis;Recapture;22;F;ND;713;159;Arles;Franc-Bord Palunette Ligagneau;18;6;2007
Emys orbicularis;Marquage;473;M;AD;460;141;Arles;Pisci Nord;18;6;2007
Emys orbicularis;Marquage;474;F;Ad;591;147;Arles;Pisci Nord;18;6;2007
Emys orbicularis;Marquage;475;F;Ad;551;150;Arles;Franc-Bord Palunette Ligagneau;18;6;2007
Emys orbicularis;Recapture;475;F;ND;556;ND;Arles;Franc-Bord Palunette Ligagneau;19;6;2007
Emys orbicularis;Recapture;367;M;ND;478;ND;Arles;Pisci Nord;19;6;2007
Emys orbicularis;Recapture;56;F;ND;781;ND;Arles;Clos des Montures;20;6;2007
Emys orbicularis;Recapture;447;F;ND;802;ND;Arles;Franc-Bord Palunette Ligagneau;20;6;2007
Emys orbicularis;Recapture;410;M;ND;443;ND;Arles;Palunette Ligagneau - Baie des cochons;20;6;2007
Emys orbicularis;Recapture;351;M;ND;430;ND;Arles;Palunette Ligagneau - Baie des cochons;20;6;2007
Emys orbicularis;Recapture;39;F;ND;818;ND;Arles;Palunette Ligagneau - Baie des cochons;20;6;2007
Emys orbicularis;Recapture;352;F;ND;890;ND;Arles;Palunette Ligagneau - Baie des cochons;20;6;2007
Emys orbicularis;Recapture;350;F;ND;501;ND;Arles;Bois Rescapé;21;6;2007
Emys orbicularis;Recapture;148;F;ND;657;ND;Arles;Bois Rescapé;21;6;2007
Emys orbicularis;Recapture;347;F;ND;623;ND;Arles;Bois Rescapé;21;6;2007
Emys orbicularis;Recapture;289;F;ND;575;ND;Arles;Palunette Ligagneau - Baie des cochons;21;6;2007
Emys orbicularis;Recapture;452;F;ND;651;ND;Arles;Franc-Bord Palunette Ligagneau;21;6;2007
Emys orbicularis;Recapture;267;F;ND;700;ND;Arles;Palunette Ligagneau - Baie des cochons;21;6;2007
Emys orbicularis;Recapture;366;M;ND;ND;ND;Arles;Clos des Montures;22;6;2007
Emys orbicularis;Recapture;472;F;ND;ND;ND;Arles;Pisci Nord;22;6;2007
Emys orbicularis;Recapture;101;F;ND;644;160;Arles;Sentier Ludo - Drain;22;6;2007
Emys orbicularis;Recapture;305;F;ND;ND;ND;Arles;Pompe Ligagneau;24;6;2007
Emys orbicularis;Recapture;30;F;ND;858;169;Arles;Clos des Montures;25;6;2007
Emys orbicularis;Recapture;446;ind;ND;269;115;Arles;Franc-Bord Palunette Ligagneau;25;6;2007
Emys orbicularis;Recapture;433;F;ND;700;ND;Arles;Franc-Bord Palunette Ligagneau;25;6;2007
Emys orbicularis;Recapture;294;F;ND;803;ND;Arles;Pisci Nord;25;6;2007
Emys orbicularis;Recapture;41;F;ND;666;158;Arles;Franc-Bord Palunette Ligagneau;26;6;2007
Emys orbicularis;Recapture;350;F;ND;502;ND;Arles;Bois Rescapé;26;6;2007
Emys orbicularis;Recapture;283;M;ND;452;ND;Arles;Pisci Nord;26;6;2007
Emys orbicularis;Recapture;101;F;ND;591;159;Arles;Bergerie - Baisse de la bergerie;26;6;2007
Emys orbicularis;Recapture;354;F;6 ans;554;154;Arles;Franc-Bord Palunette Ligagneau;27;6;2007
Emys orbicularis;Recapture;204;M;AD;389;131;Arles;Pisci Nord;27;6;2007
Emys orbicularis;Recapture;161;F;ND;680;159;Arles;Bois Rescapé;28;6;2007
Emys orbicularis;Recapture;304;F;ND;715;ND;Arles;Clos des Montures;28;6;2007
Emys orbicularis;Recapture;30;F;ND;860;ND;Arles;Clos des Montures;28;6;2007
Emys orbicularis;Recapture;285;F;ND;601;ND;Arles;Pisci Nord;28;6;2007
Emys orbicularis;Recapture;78;F;ND;707;ND;Arles;Bergerie - Baisse de la bergerie;28;6;2007
Emys orbicularis;Recapture;372;F;ND;ND;ND;Arles;Pisci Nord - Non pâturé;29;6;2007
Emys orbicularis;Recapture;265;F;ND;747;ND;Arles;Palunette Ligagneau - Baie des cochons;2;7;2007
Emys orbicularis;Recapture;347;F;ND;666;ND;Arles;Bois Rescapé;2;7;2007
Emys orbicularis;Recapture;274;F;ND;677;ND;Arles;Bois Rescapé;2;7;2007
Emys orbicularis;Recapture;354;F;ND;551;ND;Arles;Franc-Bord Palunette Ligagneau;2;7;2007
Emys orbicularis;Recapture;30;F;ND;869;ND;Arles;Clos des Montures;3;7;2007
Emys orbicularis;Recapture;333;F;ND;519;ND;Arles;Franc-Bord Palunette Ligagneau;3;7;2007
Emys orbicularis;Recapture;161;F;ND;677;ND;Arles;Palunette Ligagneau - Baie des cochons;4;7;2007
Emys orbicularis;Recapture;283;M;ND;429;ND;Arles;Pisci Nord;4;7;2007
Emys orbicularis;Recapture;287;M;ND;418;ND;Arles;Pisci Nord;4;7;2007
Emys orbicularis;Recapture;148;F;ND;572;ND;Arles;Palunette Ligagneau - Baie des cochons;4;7;2007
Emys orbicularis;Marquage;476;F;ND;744;163;Arles;Franc-Bord Palunette Ligagneau;4;7;2007
Emys orbicularis;Marquage;478;F;ND;563;152;Arles;Pisci Nord;4;7;2007
Emys orbicularis;Marquage;479;F;ND;692;169;Arles;Pisci Nord;4;7;2007
Emys orbicularis;Marquage;477;F;ND;851;175;Arles;Palunette Ligagneau - Baie des cochons;5;7;2007
Emys orbicularis;Recapture;233;F;ND;666;ND;Arles;Piste Principale - En face de Woodstoc;9;7;2007
Emys orbicularis;Recapture;379;F;ND;645;ND;Arles;Piste Principale - En face de Woodstoc;9;7;2007
Emys orbicularis;Recapture;265;F;ND;738;ND;Arles;Palunette Ligagneau - Baie des cochons;9;7;2007
Emys orbicularis;Recapture;148;F;ND;606;ND;Arles;Palunette Ligagneau - Baie des cochons;9;7;2007
Emys orbicularis;Recapture;303;F;ND;571;ND;Arles;Clos des Montures;9;7;2007
Emys orbicularis;Marquage;480;F;AD;613;153;Arles;Clos des Montures;9;7;2007
Emys orbicularis;Recapture;303;F;ND;562;ND;Arles;Clos des Montures;10;7;2007
Emys orbicularis;Marquage;481;F;AD;695;156;Arles;Pisci Nord;11;7;2007
Emys orbicularis;Recapture;333;F;ND;ND;ND;Arles;Palunette Ligagneau - Baie des cochons;16;7;2007
Emys orbicularis;Recapture;161;F;ND;ND;ND;Arles;Palunette Ligagneau - Baie des cochons;16;7;2007
Emys orbicularis;Recapture;302;M;ND;427;ND;Arles;Palunette Ligagneau - Baie des cochons;17;7;2007
Emys orbicularis;Recapture;501;F;ND;503;ND;Arles;Palunette Ligagneau - Baie des cochons;19;7;2007
Emys orbicularis;Recapture;333;F;ND;517;ND;Arles;Palunette Ligagneau - Baie des cochons;19;7;2007
Emys orbicularis;Marquage;483;F;ND;765;170;Arles;Pisci Nord;19;7;2007
Emys orbicularis;Recapture;257;M;ND;ND;ND;Arles;Palunette Ligagneau - Baie des cochons;20;7;2007
Emys orbicularis;Recapture;340;F;ND;556;ND;Arles;Clos des Bissouninques;16;8;2007
Emys orbicularis;Recapture;344;F;ND;527;148;Arles;Clos des Bissouninques;4;9;2007
Emys orbicularis;Recapture;358;F;ND;492;146;Arles;Clos des Bissouninques;4;9;2007
Emys orbicularis;Recapture;358;F;ND;494;ND;Arles;Clos des Bissouninques;10;9;2007
Emys orbicularis;Recapture;340;F;ND;587;ND;Arles;Clos des Bissouninques;10;9;2007
Emys orbicularis;Recapture;357;F;ND;ND;ND;Arles;Clos des Bissouninques;10;9;2007
Emys orbicularis;Recapture;340;F;ND;ND;ND;Arles;Clos des Bissouninques;10;9;2007
Emys orbicularis;Recapture;287;M;ND;430;ND;Arles;Clos des Bissouninques;18;9;2007
Emys orbicularis;Recapture;357;F;ND;623;ND;Arles;Clos des Bissouninques;18;9;2007
Emys orbicularis;Marquage;482;M;ND;389;140;Arles;Pisci Sud;6;10;2007
Emys orbicularis;Recapture;398;ind;ND;ND;ND;Arles;Franc-Bord Demi-Lune;24;2;2008
Emys orbicularis;Recapture;234;F;ND;ND;158;Arles;Pisci Sud;6;4;2008
Emys orbicularis;Marquage;506;M;Ad;345;131;Arles;Pisci Sud;10;4;2008
Emys orbicularis;Recapture;428;F;ND;ND;ND;Arles;Piste Principale - En face des Friches;21;6;2008
Emys orbicularis;Recapture;74;F;ND;ND;ND;Arles;Rizières Etourneau;3;7;2008
Emys orbicularis;Recapture;335;ind;ND;ND;ND;Arles;Piste Principale - En face du Clos des Montures;28;10;2008
Emys orbicularis;Recapture;373;F;ND;ND;160;Arles;Piste Principale - En face du Clos des Bissouninques;15;3;2009
Emys orbicularis;Recapture;115;F;ND;ND;ND;Arles;Sentier Ludo;7;5;2009
Emys orbicularis;Recapture;24;F;ND;ND;ND;Arles;Sentier Ludo;7;5;2009
Emys orbicularis;Recapture;204;M;ND;ND;ND;Arles;Boutardière;1;10;2009
Emys orbicularis;Recapture;329;M;ND;ND;ND;Arles;Baisse des Tritons;12;12;2009
Emys orbicularis;Recapture;209;F;ND;ND;ND;Arles;Piste Principale - Portail;27;5;2010
Emys orbicularis;Recapture;209;F;ND;ND;ND;Arles;Piste Principale - En face du Clos des Bissouninques;3;7;2010
Emys orbicularis;Recapture;170;F;ND;ND;ND;Arles;Clos Nord;3;9;2010
Emys orbicularis;Recapture;379;F;ND;ND;ND;Arles;Sentier Ludo;17;3;2011
Emys orbicularis;Recapture;102;F;ND;ND;ND;Arles;Sentier Ludo;2;5;2009
Emys orbicularis;Recapture;105;F;ND;ND;ND;Arles;Woodstoc;29;6;2016
Emys orbicularis;Recapture;188;ind;ND;ND;ND;Arles;Pisci Sud;28;5;2011
Emys orbicularis;Recapture;200;ind;ND;ND;Nd;Arles;Sentier Ludo;22;4;2015
Emys orbicularis;Recapture;234;ind;ND;ND;ND;Arles;Pisci Sud;21;5;2014
Emys orbicularis;Recapture;450;ind;ND;ND;ND;Arles;Piste Principale - En face des Piscis;5;7;2011
